DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2021/12/04 17:49:00,AQUA_M-T,Brasil,AMAZONAS,FONTE BOA,Amazônia,0,9.3,-999.0,-2.51923,-66.09698,7.0
2021/12/04 17:49:00,AQUA_M-T,Brasil,AMAZONAS,TEFÉ,Amazônia,0,0.3,0.0,-3.48543,-64.49795,67.6
2021/12/01 17:19:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,1,0.4,0.0,-2.21982,-56.8235,142.8
2021/12/01 17:19:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,1,0.4,0.0,-2.22115,-56.8328,60.6
2021/12/01 17:19:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,1,0.5,0.0,-2.24459,-56.801,29.2
2021/12/01 17:19:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,0,0.2,0.5,-2.34307,-56.91471,10.1
2021/12/01 17:19:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,9.2,0.0,-3.58022,-57.6812,10.0
2021/12/02 18:00:00,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazônia,0,3.3,0.0,-8.70439,-64.06135,8.5
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,BARREIRINHA,Amazônia,2,0.4,0.3,-2.8687,-57.45207,14.0
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,BARREIRINHA,Amazônia,2,0.4,0.1,-2.91287,-57.43628,24.7
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,0,0.7,0.0,-3.3605,-57.54667,17.2
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,0,0.7,0.0,-3.36182,-57.55577,5.8
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,ITACOATIARA,Amazônia,0,0.0,0.0,-3.45865,-58.54626,6.1
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,AUTAZES,Amazônia,0,0.3,0.0,-3.4946,-59.18322,15.2
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,6.4,0.0,-3.60564,-65.24724,32.6
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,5.7,0.0,-3.60878,-65.26902,45.8
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,6.7,0.0,-3.61416,-65.2392,31.8
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,6.0,0.0,-3.61713,-65.2609,204.5
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazônia,0,1.2,0.0,-3.64405,-58.23731,12.0
2021/11/29 17:32:00,AQUA_M-T,Brasil,AMAZONAS,NOVA OLINDA DO NORTE,Amazônia,0,0.9,-999.0,-3.75173,-58.40654,12.9
2021/11/29 17:30:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,1,0.1,0.0,-6.75291,-58.81345,7.0
2021/11/29 17:30:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,0,1.1,0.0,-6.81851,-59.01409,14.6
2021/11/29 17:30:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,0,0.3,0.0,-7.96155,-61.21523,11.2
2021/11/28 18:25:00,AQUA_M-T,Brasil,AMAZONAS,GUAJARÁ,Amazônia,3,3.7,0.1,-7.40025,-72.50994,42.7
2021/11/28 18:25:00,AQUA_M-T,Brasil,AMAZONAS,GUAJARÁ,Amazônia,3,3.7,0.1,-7.40156,-72.51923,32.4
2021/11/28 18:28:00,AQUA_M-T,Brasil,AMAZONAS,GUAJARÁ,Amazônia,3,3.9,0.1,-7.32809,-73.05542,5.4
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,BOA VISTA DO RAMOS,Amazônia,4,0.1,0.1,-2.97491,-57.54886,16.2
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,3,0.7,0.2,-3.15172,-57.6516,8.3
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,PARINTINS,Amazônia,2,1.9,0.1,-3.23957,-56.82967,15.1
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,BARREIRINHA,Amazônia,4,4.7,0.0,-3.43054,-56.95206,6.0
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,1,37.9,0.0,-7.77373,-61.31208,45.1
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,4,24.8,0.0,-7.82714,-61.60524,25.1
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,0,32.7,0.0,-7.84021,-61.23829,22.4
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,29.0,0.0,-7.87017,-61.37612,57.1
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,28.9,0.0,-7.87385,-61.38063,60.5
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,0,22.8,0.0,-7.98499,-61.30256,51.1
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,1,34.7,0.0,-7.48964,-60.5234,17.0
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,0,32.3,0.0,-7.58256,-60.76066,20.2
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,AUTAZES,Amazônia,3,10.9,0.0,-3.85448,-59.22119,18.8
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,SILVES,Amazônia,5,0.4,0.2,-2.87967,-58.5669,14.6
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,ITACOATIARA,Amazônia,3,14.9,0.0,-3.05513,-59.17788,27.0
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,ITACOATIARA,Amazônia,3,17.7,0.0,-3.05738,-59.19418,44.6
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,5,5.0,1.0,-6.52389,-58.48804,28.7
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,21.1,0.0,-3.70199,-57.07347,9.5
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,25.8,0.0,-3.74959,-57.0428,5.4
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,26.2,0.0,-3.75785,-57.03498,11.4
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,24.7,0.0,-3.76388,-57.15466,24.3
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,25.0,0.0,-3.76486,-57.14902,17.7
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,2,20.2,0.0,-8.15044,-61.41798,30.8
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,2,24.7,0.0,-3.76657,-57.16093,10.3
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,5,0.0,0.2,-2.27982,-56.96993,28.7
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,5,0.0,0.2,-2.28136,-56.981,14.6
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NHAMUNDÁ,Amazônia,4,0.0,0.1,-2.29654,-56.94494,8.5
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,URUCARÁ,Amazônia,3,0.3,0.1,-2.40204,-57.88967,10.5
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,URUCARÁ,Amazônia,3,0.1,0.2,-2.43654,-57.71183,8.8
2021/10/07 17:11:00,AQUA_M-T,Brasil,AMAZONAS,BARREIRINHA,Amazônia,4,0.1,0.5,-2.8407,-57.18447,12.2
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,2.8,0.0,-3.74887,-65.16952,98.6
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,2.9,0.0,-3.74627,-65.16512,116.8
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,CODAJÁS,Amazônia,6,4.0,0.0,-3.64892,-61.98052,18.1
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,4.8,0.0,-3.45133,-65.00323,42.8
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,ALVARÃES,Amazônia,0,4.6,0.0,-3.45122,-64.99646,32.5
2021/09/03 17:24:00,AQUA_M-T,Brasil,AMAZONAS,PRESIDENTE FIGUEIREDO,Amazônia,1,25.5,0.0,-1.92094,-60.10247,10.3
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,TAPAUÁ,Amazônia,3,10.6,0.0,-6.64422,-63.19926,53.6
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,4,0.4,0.9,-6.82032,-59.08749,20.2
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,HUMAITÁ,Amazônia,3,30.4,0.0,-7.97054,-63.53239,77.7
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,HUMAITÁ,Amazônia,2,30.6,0.0,-7.96908,-63.52547,108.4
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,16.9,0.0,-7.96606,-61.30064,93.7
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,2,15.8,0.0,-7.96245,-61.27186,270.4
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,HUMAITÁ,Amazônia,2,26.9,0.0,-7.75474,-63.39861,61.5
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,HUMAITÁ,Amazônia,2,25.9,0.0,-7.75466,-63.39071,55.9
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,14.8,0.0,-7.59181,-61.55515,155.3
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,14.6,0.0,-7.58736,-61.55096,372.8
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,13.3,0.1,-7.57636,-61.55701,169.3
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,MANICORÉ,Amazônia,2,13.9,0.0,-7.57253,-61.52724,67.3
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazônia,3,25.4,0.0,-7.51257,-63.48243,59.8
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,0,15.1,0.0,-7.20026,-59.58681,69.6
2021/09/05 17:11:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,0,5.2,0.6,-7.19242,-59.80516,41.3
