DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/01/02 18:45:00,AQUA_M-T,Brasil,AMAZONAS,LÁBREA,Amazônia,0,0.0,0.0,-9.02243,-65.69524,15.1
2024/01/04 18:32:00,AQUA_M-T,Brasil,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,Amazônia,4,0.0,0.01,1.28852,-67.91045,8.1
2024/01/04 18:32:00,AQUA_M-T,Brasil,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,Amazônia,4,0.0,0.01,-0.49632,-66.49471,10.4
2024/01/04 18:32:00,AQUA_M-T,Brasil,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,Amazônia,4,0.0,0.01,-0.49495,-66.48522,7.0
2024/01/08 18:02:00,AQUA_M-T,Brasil,AMAZONAS,BARCELOS,Amazônia,3,0.0,0.48,0.65237,-63.34411,36.5
2024/01/08 18:02:00,AQUA_M-T,Brasil,AMAZONAS,BARCELOS,Amazônia,3,0.0,0.26,0.65081,-63.35494,21.9
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,0,4.13,0.0,-7.40701,-60.00809,15.6
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,0,3.85,0.0,-7.40568,-59.99882,9.8
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,1,3.89,0.0,-7.21734,-60.6161,8.6
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,APUÍ,Amazônia,1,3.8,0.0,-7.20807,-60.61745,9.4
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,1,0.2,0.0,-6.74567,-58.80972,5.0
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,1,0.0,0.0,-6.69842,-58.7348,7.0
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,MAUÉS,Amazônia,1,0.0,0.0,-6.69712,-58.72589,9.8
2024/01/08 18:00:00,AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANÃ,Amazônia,1,0.0,0.0,-6.28077,-59.92653,10.7
